user_id,item_id,action,timestamp
7273536552,4990835797525853,Attitude,01-23
7557629121,4990835797525853,Attitude,01-23
7896941128,4990835797525853,Attitude,01-23
6206357382,4990835797525853,Attitude,01-23
5054656588,4990835797525853,Attitude,01-23
7896434266,4990835797525853,Attitude,01-23
7056032702,4990835797525853,Attitude,01-23
3124180571,4990835797525853,Attitude,01-23
7386070008,4990835797525853,Attitude,01-23
7556601696,4990835797525853,Attitude,01-23
7274870338,4990835797525853,Attitude,01-23
7408738377,4990835797525853,Attitude,01-23
6022589919,4990835797525853,Attitude,01-22
5027649158,4990835797525853,Attitude,01-22
7467031076,4990835797525853,Attitude,01-22
7645220998,4990835797525853,Attitude,01-22
6320451669,4990835797525853,Attitude,01-22
7619640032,4990835797525853,Attitude,01-22
7248380959,4990835797525853,Attitude,01-22
6594892346,4990835797525853,Attitude,01-22
7308854068,4990835797525853,Attitude,01-22
7455462438,4990835797525853,Attitude,01-22
7721169116,4990835797525853,Attitude,01-22
6716599529,4990835797525853,Attitude,01-22
7843991540,4990835797525853,Attitude,01-22
5417513297,4990835797525853,Attitude,01-22
7885142501,4990835797525853,Attitude,01-22
5852904725,4990835797525853,Attitude,01-22
7810930042,4990835797525853,Attitude,01-22
7864841361,4990835797525853,Attitude,01-22
7849567783,4990835797525853,Attitude,01-22
5829192553,4990835797525853,Attitude,01-22
7501754539,4990835797525853,Attitude,01-22
1626708341,4990835797525853,Attitude,01-22
1626708341,4990835797525853,Attitude,01-22
5897790634,4990835797525853,Attitude,01-22
1968408161,4990835797525853,Attitude,01-22
7739650729,4990835797525853,Attitude,01-22
7893829344,4990835797525853,Attitude,01-22
7628795718,4990835797525853,Attitude,01-22
5060135878,4990835797525853,Attitude,01-22
7476505434,4990835797525853,Attitude,01-22
7868431694,4990835797525853,Attitude,01-22
7763633482,4990835797525853,Attitude,01-22
6463474774,4990835797525853,Attitude,01-22
3904691217,4990835797525853,Attitude,01-22
7475243898,4990835797525853,Attitude,01-22
7877385245,4990835797525853,Attitude,01-22
5704918847,4990835797525853,Attitude,01-22
7772002256,4990835797525853,Attitude,01-22
7861480245,4990835797525853,Attitude,01-22
5928412008,4990835797525853,Attitude,01-22
6288772776,4990835797525853,Attitude,01-22
7890351321,4990835797525853,Attitude,01-22
2951690812,4990835797525853,Attitude,01-22
6657324622,4990835797525853,Attitude,01-22
7882296377,4990835797525853,Attitude,01-22
6423350985,4990835797525853,Attitude,01-22
5443385930,4990835797525853,Attitude,01-22
7835872849,4990835797525853,Attitude,01-22
1665584300,4990835797525853,Attitude,01-22
7893901031,4990835797525853,Attitude,01-22
5850521962,4990835797525853,Attitude,01-22
1256280301,4990835797525853,Attitude,01-22
7894258507,4990835797525853,Attitude,01-21
7571118278,4990835797525853,Attitude,01-21
7773965634,4990835797525853,Attitude,01-21
7828371961,4990835797525853,Attitude,01-21
7846858366,4990835797525853,Attitude,01-21
7777731591,4990835797525853,Attitude,01-21
5535071919,4990835797525853,Attitude,01-21
7838877144,4990835797525853,Attitude,01-21
5520126151,4990835797525853,Attitude,01-21
5538785279,4990835797525853,Attitude,01-21
6450790134,4990835797525853,Attitude,01-21
7897852883,4990835797525853,Attitude,01-21
7832897271,4990835797525853,Attitude,01-21
6049969217,4990835797525853,Attitude,01-21
3077241844,4990835797525853,Attitude,01-21
7496510509,4990835797525853,Attitude,01-21
7770843840,4990835797525853,Attitude,01-21
7630114801,4990835797525853,Attitude,01-21
2737649103,4990835797525853,Attitude,01-21
7468114880,4990835797525853,Attitude,01-21
3192781595,4990835797525853,Attitude,01-21
1822971491,4990835797525853,Attitude,01-21
5313400651,4990835797525853,Attitude,01-21
7888779036,4990835797525853,Attitude,01-21
5087999156,4990835797525853,Attitude,01-21
7892685456,4990835797525853,Attitude,01-21
7261193613,4990835797525853,Attitude,01-21
6116632902,4990835797525853,Attitude,01-21
7774861604,4990835797525853,Attitude,01-21
6381084389,4990835797525853,Attitude,01-21
3205689801,4990835797525853,Attitude,01-21
7877867060,4990835797525853,Attitude,01-21
7896411188,4990835797525853,Attitude,01-21
7826970269,4990835797525853,Attitude,01-21
7831522737,4990835797525853,Attitude,01-21
5814234998,4990835797525853,Attitude,01-21
5857392892,4990835797525853,Attitude,01-21
7503793805,4990835797525853,Attitude,01-21
7895173199,4990835797525853,Attitude,01-21
7726213747,4990835797525853,Attitude,01-21
3785661102,4990835797525853,Attitude,01-21
6089470264,4990835797525853,Attitude,01-21
7057729590,4990835797525853,Attitude,01-21
3185678212,4990835797525853,Attitude,01-21
6110092450,4990835797525853,Attitude,01-21
5322259456,4990835797525853,Attitude,01-21
5912646652,4990835797525853,Attitude,01-21
6397413141,4990835797525853,Attitude,01-21
7320723430,4990835797525853,Attitude,01-21
7380590914,4990835797525853,Attitude,01-21
7784996183,4990835797525853,Attitude,01-21
7738983586,4990835797525853,Attitude,01-21
6616057723,4990835797525853,Attitude,01-21
7735558793,4990835797525853,Attitude,01-21
7382949912,4990835797525853,Attitude,01-21
6620097673,4990835797525853,Attitude,01-21
7883697250,4990835797525853,Attitude,01-21
7883776324,4990835797525853,Attitude,01-21
7846280599,4990835797525853,Attitude,01-21
7841245176,4990835797525853,Attitude,01-21
7894535139,4990835797525853,Attitude,01-21
7882252862,4990835797525853,Attitude,01-21
7007588224,4990835797525853,Attitude,01-21
5945807684,4990835797525853,Attitude,01-21
7602068610,4990835797525853,Attitude,01-21
7823370520,4990835797525853,Attitude,01-21
1365652403,4990835797525853,Attitude,01-21
7883439129,4990835797525853,Attitude,01-21
7501268428,4990835797525853,Attitude,01-21
5601377886,4990835797525853,Attitude,01-21
6478061935,4990835797525853,Attitude,01-20
7714112767,4990835797525853,Attitude,01-20
7262800476,4990835797525853,Attitude,01-20
1890028795,4990835797525853,Attitude,01-20
7677535685,4990835797525853,Attitude,01-20
7804403791,4990835797525853,Attitude,01-20
7099483468,4990835797525853,Attitude,01-20
7753569475,4990835797525853,Attitude,01-20
5682652917,4990835797525853,Attitude,01-20
1409081711,4990835797525853,Attitude,01-20
6781390669,4990835797525853,Attitude,01-20
6573493415,4990835797525853,Attitude,01-20
6480341645,4990835797525853,Attitude,01-20
7893943636,4990835797525853,Attitude,01-20
6477624619,4990835797525853,Attitude,01-20
5705745075,4990835797525853,Attitude,01-20
7786849122,4990835797525853,Attitude,01-20
5831947600,4990835797525853,Attitude,01-20
6465825433,4990835797525853,Attitude,01-20
2630933037,4990835797525853,Attitude,01-20
7781578554,4990835797525853,Attitude,01-20
5485974276,4990835797525853,Attitude,01-20
6621087711,4990835797525853,Attitude,01-20
7729379475,4990835797525853,Attitude,01-20
7828645546,4990835797525853,Attitude,01-20
7838255745,4990835797525853,Attitude,01-20
7193239056,4990835797525853,Attitude,01-20
7371197079,4990835797525853,Attitude,01-20
6202301719,4990835797525853,Attitude,01-20
7195539636,4990835797525853,Attitude,01-20
7890308894,4990835797525853,Attitude,01-20
7764271302,4990835797525853,Attitude,01-20
6739146139,4990835797525853,Attitude,01-20
5249961389,4990835797525853,Attitude,01-20
6821706859,4990835797525853,Attitude,01-20
7417442394,4990835797525853,Attitude,01-20
6424782541,4990835797525853,Attitude,01-20
1864564901,4990835797525853,Attitude,01-20
6556589686,4990835797525853,Attitude,01-20
2201172957,4990835797525853,Attitude,01-21
7865050671,4990835797525853,Attitude,01-21
7786846034,4990835797525853,Attitude,01-21
5094475935,4990835797525853,Attitude,01-21
6857759123,4990835797525853,Attitude,01-21
7877496508,4990835797525853,Attitude,01-21
7886567142,4990835797525853,Attitude,01-21
2904749583,4990835797525853,Attitude,01-21
2167924357,4990835797525853,Attitude,01-21
6222420914,4990835797525853,Attitude,01-21
7878191325,4990835797525853,Attitude,01-21
5634720637,4990835797525853,Attitude,01-20
7812349394,4990835797525853,Attitude,01-20
7834907091,4990835797525853,Attitude,01-20
2111430934,4990835797525853,Attitude,01-20
3772811234,4990835797525853,Attitude,01-20
5637883862,4990835797525853,Attitude,01-20
1751490455,4990835797525853,Attitude,01-20
5446162009,4990835797525853,Attitude,01-20
6269295389,4990835797525853,Attitude,01-20
7811542517,4990835797525853,Attitude,01-20
6470829306,4990835797525853,Attitude,01-20
3001707541,4990835797525853,Attitude,01-20
7763673683,4990835797525853,Attitude,01-20
7763561385,4990835797525853,Attitude,01-20
1775081254,4990835797525853,Attitude,01-20
7008616031,4990835797525853,Attitude,01-20
7777019832,4990835797525853,Attitude,01-20
7818395924,4990835797525853,Attitude,01-20
5815428008,4990835797525853,Attitude,01-20
7737938175,4990835797525853,Attitude,01-20
7770439699,4990835797525853,Attitude,01-20
7715855854,4990835797525853,Attitude,01-20
7244415833,4990835797525853,Attitude,01-20
7896489935,4990835797525853,Attitude,01-20
2090037413,4990835797525853,Attitude,01-20
7884397127,4990835797525853,Attitude,01-20
7496603803,4990835797525853,Attitude,01-20
6816815635,4990835797525853,Attitude,01-20
7744438527,4990835797525853,Attitude,01-20
3410203480,4990835797525853,Attitude,01-20
7297296311,4990835797525853,Attitude,01-20
5774274868,4990835797525853,Attitude,01-20
7374627016,4990835797525853,Attitude,01-20
7873822962,4990835797525853,Attitude,01-20
5660679603,4990835797525853,Attitude,01-20
5126444899,4990835797525853,Attitude,01-20
7872003188,4990835797525853,Attitude,01-20
5243498760,4990835797525853,Attitude,01-20
6022126444,4990835797525853,Attitude,01-20
7747803516,4990835797525853,Attitude,01-20
7787496968,4990835797525853,Attitude,01-20
7806284672,4990835797525853,Attitude,01-20
1695823695,4990835797525853,Attitude,01-20
7768795358,4990835797525853,Attitude,01-20
7137125281,4990835797525853,Attitude,01-20
7506487840,4990835797525853,Attitude,01-20
7362543562,4990835797525853,Attitude,01-20
7794199369,4990835797525853,Attitude,01-20
6142530590,4990835797525853,Attitude,01-20
7248007369,4990835797525853,Attitude,01-20
2548469171,4990835797525853,Attitude,01-20
7002658819,4990835797525853,Attitude,01-20
7879044667,4990835797525853,Attitude,01-20
5565572886,4990835797525853,Attitude,01-20
7805923753,4990835797525853,Attitude,01-20
7773869742,4990835797525853,Attitude,01-20
7414439946,4990835797525853,Attitude,01-20
7565702471,4990835797525853,Attitude,01-20
7538488939,4990835797525853,Attitude,01-20
7483809316,4990835797525853,Attitude,01-20
7560552580,4990835797525853,Attitude,01-20
6052930090,4990835797525853,Attitude,01-20
5323389303,4990835797525853,Attitude,01-20
7094363992,4990835797525853,Attitude,01-20
7680684666,4990835797525853,Attitude,01-20
7780640320,4990835797525853,Attitude,01-20
6435489694,4990835797525853,Attitude,01-20
6321382556,4990835797525853,Attitude,01-20
5166208285,4990835797525853,Attitude,01-20
7381778430,4990835797525853,Attitude,01-20
6474496864,4990835797525853,Attitude,01-20
2026845281,4990835797525853,Attitude,01-20
7897390171,4990835797525853,Attitude,01-20
3591960555,4990835797525853,Attitude,01-20
7780841296,4990835797525853,Attitude,01-20
7818890383,4990835797525853,Attitude,01-20
7875549234,4990835797525853,Attitude,01-20
6065367074,4990835797525853,Attitude,01-20
7809925355,4990835797525853,Attitude,01-20
7691691880,4990835797525853,Attitude,01-20
6436578737,4990835797525853,Attitude,01-20
1730308263,4990835797525853,Attitude,01-20
2059519273,4990835797525853,Attitude,01-20
7303328727,4990835797525853,Attitude,01-20
7805748115,4990835797525853,Attitude,01-20
7870442525,4990835797525853,Attitude,01-20
7802681878,4990835797525853,Attitude,01-20
7879826139,4990835797525853,Attitude,01-20
6027247506,4990835797525853,Attitude,01-20
6785865430,4990835797525853,Attitude,01-20
2790749572,4990835797525853,Attitude,01-20
2203900234,4990835797525853,Attitude,01-20
7894273360,4990835797525853,Attitude,01-20
7482959962,4990835797525853,Attitude,01-20
1986448083,4990835797525853,Attitude,01-20
7796571188,4990835797525853,Attitude,01-20
7677279336,4990835797525853,Attitude,01-20
5652064432,4990835797525853,Attitude,01-20
7645805218,4990835797525853,Attitude,01-20
7871686927,4990835797525853,Attitude,01-20
7825329551,4990835797525853,Attitude,01-19
2865883022,4990835797525853,Attitude,01-19
5456926380,4990835797525853,Attitude,01-19
7820546363,4990835797525853,Attitude,01-19
7815090994,4990835797525853,Attitude,01-19
7793965248,4990835797525853,Attitude,01-19
7750762449,4990835797525853,Attitude,01-19
5525400395,4990835797525853,Attitude,01-19
7872555582,4990835797525853,Attitude,01-19
7741357216,4990835797525853,Attitude,01-19
6005711289,4990835797525853,Attitude,01-19
6520566911,4990835797525853,Attitude,01-19
7120806765,4990835797525853,Attitude,01-19
7756070450,4990835797525853,Attitude,01-19
7818714186,4990835797525853,Attitude,01-19
5667430540,4990835797525853,Attitude,01-19
5587325531,4990835797525853,Attitude,01-19
3053154045,4990835797525853,Attitude,01-19
2290751470,4990835797525853,Attitude,01-19
5253968509,4990835797525853,Attitude,01-19
2661345223,4990835797525853,Attitude,01-19
7819984885,4990835797525853,Attitude,01-19
5880922717,4990835797525853,Attitude,01-19
7819799632,4990835797525853,Attitude,01-20
5713670849,4990835797525853,Attitude,01-20
6709882414,4990835797525853,Attitude,01-20
7828734743,4990835797525853,Attitude,01-20
7484390357,4990835797525853,Attitude,01-20
3975398217,4990835797525853,Attitude,01-20
6662872288,4990835797525853,Attitude,01-20
6398072161,4990835797525853,Attitude,01-20
3559542192,4990835797525853,Attitude,01-20
6501500591,4990835797525853,Attitude,01-20
5960416845,4990835797525853,Attitude,01-20
7888510485,4990835797525853,Attitude,01-20
7601629449,4990835797525853,Attitude,01-20
7737392388,4990835797525853,Attitude,01-20
7586973717,4990835797525853,Attitude,01-20
7310471494,4990835797525853,Attitude,01-20
7859975958,4990835797525853,Attitude,01-20
2669010251,4990835797525853,Attitude,01-20
7834167024,4990835797525853,Attitude,01-20
7727022077,4990835797525853,Attitude,01-20
5888447805,4990835797525853,Attitude,01-20
7344067219,4990835797525853,Attitude,01-20
5828285256,4990835797525853,Attitude,01-20
7632526130,4990835797525853,Attitude,01-20
7875918409,4990835797525853,Attitude,01-20
2030395283,4990835797525853,Attitude,01-20
7813962250,4990835797525853,Attitude,01-20
6468548247,4990835797525853,Attitude,01-19
5634339331,4990835797525853,Attitude,01-19
6197129297,4990835797525853,Attitude,01-19
5198411934,4990835797525853,Attitude,01-19
5605215750,4990835797525853,Attitude,01-19
7808490411,4990835797525853,Attitude,01-19
7792201610,4990835797525853,Attitude,01-19
7828595166,4990835797525853,Attitude,01-19
6110223852,4990835797525853,Attitude,01-19
6469550124,4990835797525853,Attitude,01-19
6681554927,4990835797525853,Attitude,01-19
7322713570,4990835797525853,Attitude,01-19
6761416388,4990835797525853,Attitude,01-19
7761073387,4990835797525853,Attitude,01-19
6768694574,4990835797525853,Attitude,01-19
5751881671,4990835797525853,Attitude,01-19
3944662565,4990835797525853,Attitude,01-19
6529327387,4990835797525853,Attitude,01-19
5750630303,4990835797525853,Attitude,01-19
6901138454,4990835797525853,Attitude,01-19
6764664157,4990835797525853,Attitude,01-19
7895117689,4990835797525853,Attitude,01-19
6509583838,4990835797525853,Attitude,01-19
7896710266,4990835797525853,Attitude,01-19
5742586185,4990835797525853,Attitude,01-19
7885184140,4990835797525853,Attitude,01-19
6017648915,4990835797525853,Attitude,01-19
6395310362,4990835797525853,Attitude,01-19
7739530879,4990835797525853,Attitude,01-19
7719627941,4990835797525853,Attitude,01-19
1811211603,4990835797525853,Attitude,01-19
7575343917,4990835797525853,Attitude,01-19
6993947106,4990835797525853,Attitude,01-19
7767390709,4990835797525853,Attitude,01-19
6306432562,4990835797525853,Attitude,01-19
3333642464,4990835797525853,Attitude,01-19
7591633929,4990835797525853,Attitude,01-19
7322238037,4990835797525853,Attitude,01-19
7295708025,4990835797525853,Attitude,01-19
7682575491,4990835797525853,Attitude,01-19
7897125061,4990835797525853,Attitude,01-19
7465250737,4990835797525853,Attitude,01-19
7368053868,4990835797525853,Attitude,01-19
7872629851,4990835797525853,Attitude,01-19
7894570995,4990835797525853,Attitude,01-19
7832201341,4990835797525853,Attitude,01-19
5515332805,4990835797525853,Attitude,01-19
6976214920,4990835797525853,Attitude,01-19
5894970379,4990835797525853,Attitude,01-19
7884133265,4990835797525853,Attitude,01-19
6569156865,4990835797525853,Attitude,01-19
3021496075,4990835797525853,Attitude,01-19
5512119565,4990835797525853,Attitude,01-19
2282575163,4990835797525853,Attitude,01-19
6447497025,4990835797525853,Attitude,01-19
7490236841,4990835797525853,Attitude,01-19
7829823087,4990835797525853,Attitude,01-19
1878646125,4990835797525853,Attitude,01-19
2687926793,4990835797525853,Attitude,01-19
2840721061,4990835797525853,Attitude,01-19
7636677525,4990835797525853,Attitude,01-19
6792244799,4990835797525853,Attitude,01-19
7764419432,4990835797525853,Attitude,01-19
7884250396,4990835797525853,Attitude,01-19
5153415812,4990835797525853,Attitude,01-19
1012397902,4990835797525853,Attitude,01-19
6516910431,4990835797525853,Attitude,01-19
7302081357,4990835797525853,Attitude,01-19
7365812133,4990835797525853,Attitude,01-19
6509544019,4990835797525853,Attitude,01-19
6338990373,4990835797525853,Attitude,01-19
7392276466,4990835797525853,Attitude,01-19
6635613940,4990835797525853,Attitude,01-19
6476970500,4990835797525853,Attitude,01-19
7831831179,4990835797525853,Attitude,01-19
7854045593,4990835797525853,Attitude,01-19
7896043225,4990835797525853,Attitude,01-19
6559538067,4990835797525853,Attitude,01-19
7359726572,4990835797525853,Attitude,01-19
7814962969,4990835797525853,Attitude,01-19
7884212682,4990835797525853,Attitude,01-19
7556353945,4990835797525853,Attitude,01-19
7096437461,4990835797525853,Attitude,01-19
7747779643,4990835797525853,Attitude,01-19
6049968615,4990835797525853,Attitude,01-19
2930288355,4990835797525853,Attitude,01-19
7438040503,4990835797525853,Attitude,01-19
7517718537,4990835797525853,Attitude,01-19
6036484168,4990835797525853,Attitude,01-19
7728694462,4990835797525853,Attitude,01-19
7491056042,4990835797525853,Attitude,01-19
5338860152,4990835797525853,Attitude,01-19
7650686891,4990835797525853,Attitude,01-19
6427473200,4990835797525853,Attitude,01-19
7781816503,4990835797525853,Attitude,01-19
5921789259,4990835797525853,Attitude,01-19
7893576771,4990835797525853,Attitude,01-19
5837667623,4990835797525853,Attitude,01-19
5742646839,4990835797525853,Attitude,01-19
7316668553,4990835797525853,Attitude,01-19
1780405275,4990835797525853,Attitude,01-19
3982920761,4990835797525853,Attitude,01-19
7891807529,4990835797525853,Attitude,01-19
6139410007,4990835797525853,Attitude,01-19
6879873061,4990835797525853,Attitude,01-19
5631733817,4990835797525853,Attitude,01-19
6101129752,4990835797525853,Attitude,01-19
6775540065,4990835797525853,Attitude,01-19
5828629691,4990835797525853,Attitude,01-19
7894075622,4990835797525853,Attitude,01-19
7387422497,4990835797525853,Attitude,01-19
7503528754,4990835797525853,Attitude,01-19
5843926381,4990835797525853,Attitude,01-19
5995769692,4990835797525853,Attitude,01-19
6358996677,4990835797525853,Attitude,01-19
7766775453,4990835797525853,Attitude,01-19
5889386482,4990835797525853,Attitude,01-19
7549498763,4990835797525853,Attitude,01-19
6423928208,4990835797525853,Attitude,01-19
1896108695,4990835797525853,Attitude,01-19
7809230648,4990835797525853,Attitude,01-19
7845055516,4990835797525853,Attitude,01-19
6119515892,4990835797525853,Attitude,01-19
6401510665,4990835797525853,Attitude,01-19
7717338577,4990835797525853,Attitude,01-19
5743187400,4990835797525853,Attitude,01-19
7885617242,4990835797525853,Attitude,01-19
6870393266,4990835797525853,Attitude,01-19
2323497055,4990835797525853,Attitude,01-19
7880254628,4990835797525853,Attitude,01-19
7815027879,4990835797525853,Attitude,01-19
6547551106,4990835797525853,Attitude,01-19
7389594598,4990835797525853,Attitude,01-19
3967603005,4990835797525853,Attitude,01-19
6395849173,4990835797525853,Attitude,01-19
1812276821,4990835797525853,Attitude,01-19
7492684100,4990835797525853,Attitude,01-19
7554913525,4990835797525853,Attitude,01-19
7818531910,4990835797525853,Attitude,01-19
7297537770,4990835797525853,Attitude,01-19
7584205332,4990835797525853,Attitude,01-19
7340408407,4990835797525853,Attitude,01-19
6536569362,4990835797525853,Attitude,01-19
7814398005,4990835797525853,Attitude,01-19
7853426740,4990835797525853,Attitude,01-19
6260381328,4990835797525853,Attitude,01-19
5592026258,4990835797525853,Attitude,01-19
6137186527,4990835797525853,Attitude,01-19
7728581781,4990835797525853,Attitude,01-19
7225551586,4990835797525853,Attitude,01-19
5841920802,4990835797525853,Attitude,01-19
6673970215,4990835797525853,Attitude,01-19
1820667522,4990835797525853,Attitude,01-19
7754243660,4990835797525853,Attitude,01-19
3484936337,4990835797525853,Attitude,01-19
5768435558,4990835797525853,Attitude,01-19
6473630247,4990835797525853,Attitude,01-19
7831071632,4990835797525853,Attitude,01-19
7747411419,4990835797525853,Attitude,01-19
6754020277,4990835797525853,Attitude,01-19
7879172585,4990835797525853,Attitude,01-19
7486502739,4990835797525853,Attitude,01-19
7887806392,4990835797525853,Attitude,01-19
6791728627,4990835797525853,Attitude,01-19
7834095259,4990835797525853,Attitude,01-19
5779130277,4990835797525853,Attitude,01-19
7815122471,4990835797525853,Attitude,01-19
6930462443,4990835797525853,Attitude,01-19
2697437334,4990835797525853,Attitude,01-19
7488608081,4990835797525853,Attitude,01-19
6631839427,4990835797525853,Attitude,01-19
7634273289,4990835797525853,Attitude,01-19
5628150502,4990835797525853,Attitude,01-19
6319563346,4990835797525853,Attitude,01-19
7732619652,4990835797525853,Attitude,01-19
6520844406,4990835797525853,Attitude,01-19
6587920393,4990835797525853,Attitude,01-19
3058414990,4990835797525853,Attitude,01-19
5142591871,4990835797525853,Attitude,01-19
7845033957,4990835797525853,Attitude,01-19
7779058900,4990835797525853,Attitude,01-19
6540581774,4990835797525853,Attitude,01-19
7555598387,4990835797525853,Attitude,01-19
7526201398,4990835797525853,Attitude,01-19
2140871064,4990835797525853,Attitude,01-19
2325905271,4990835797525853,Attitude,01-19
3142216263,4990835797525853,Attitude,01-19
7561445125,4990835797525853,Attitude,01-19
7827435994,4990835797525853,Attitude,01-19
7443853840,4990835797525853,Attitude,01-19
7220198876,4990835797525853,Attitude,01-19
6831569701,4990835797525853,Attitude,01-19
6687323586,4990835797525853,Attitude,01-19
6000446276,4990835797525853,Attitude,01-19
7739532199,4990835797525853,Attitude,01-19
6039316799,4990835797525853,Attitude,01-19
7874746881,4990835797525853,Attitude,01-19
7896723101,4990835797525853,Attitude,01-19
3603396347,4990835797525853,Attitude,01-19
7863013635,4990835797525853,Attitude,01-19
7113065874,4990835797525853,Attitude,01-19
5893435319,4990835797525853,Attitude,01-19
5742720681,4990835797525853,Attitude,01-19
6473165296,4990835797525853,Attitude,01-19
6065738158,4990835797525853,Attitude,01-19
7827534521,4990835797525853,Attitude,01-19
7895389199,4990835797525853,Attitude,01-19
6060167106,4990835797525853,Attitude,01-19
7824485737,4990835797525853,Attitude,01-19
7817321533,4990835797525853,Attitude,01-19
1295387200,4990835797525853,Attitude,01-19
6591115315,4990835797525853,Attitude,01-19
5233727255,4990835797525853,Attitude,01-19
7516646330,4990835797525853,Attitude,01-19
6588425909,4990835797525853,Attitude,01-19
7710145021,4990835797525853,Attitude,01-19
7305676140,4990835797525853,Attitude,01-19
7768452551,4990835797525853,Attitude,01-19
6774794958,4990835797525853,Attitude,01-19
2720319777,4990835797525853,Attitude,01-19
7405827732,4990835797525853,Attitude,01-19
5097954488,4990835797525853,Attitude,01-19
6615734152,4990835797525853,Attitude,01-19
5869675889,4990835797525853,Attitude,01-19
2062483011,4990835797525853,Attitude,01-19
7400116636,4990835797525853,Attitude,01-19
7714681370,4990835797525853,Attitude,01-19
7559465272,4990835797525853,Attitude,01-19
7348916026,4990835797525853,Attitude,01-19
5783026505,4990835797525853,Attitude,01-19
5743257298,4990835797525853,Attitude,01-19
5625982172,4990835797525853,Attitude,01-19
6292077538,4990835797525853,Attitude,01-19
7510148215,4990835797525853,Attitude,01-19
6131320936,4990835797525853,Attitude,01-19
6742693743,4990835797525853,Attitude,01-19
7414946471,4990835797525853,Attitude,01-19
7641109101,4990835797525853,Attitude,01-19
7825664663,4990835797525853,Attitude,01-19
2820016852,4990835797525853,Attitude,01-19
7898179181,4990835797525853,Attitude,01-19
3526651257,4990835797525853,Attitude,01-19
7631213669,4990835797525853,Attitude,01-19
7551296570,4990835797525853,Attitude,01-19
